license,begin_time,end_time,load_hotspot,drop_hotspot,od_distance,traveled_from_charged,to_charge,cs_index,cs_name
0,2014-07-01 19:36:02.650527,2014-07-01 19:55:52.650527,41,24,5.70275079820742,133.80504813992945,0,,
0,2014-07-01 20:07:31.936241,2014-07-01 20:11:12.936241,22,55,2.9247141683715268,137.5325327614677,0,,
0,2014-07-01 20:30:45.936241,2014-07-01 20:40:06.536241,29,5,2.410772870573283,146.64959777031132,0,,
0,2014-07-01 20:53:10.577908,2014-07-01 21:00:25.911241,2,1,2.7799589514021736,150.26130069711394,0,,
0,2014-07-01 21:15:32.744574,2014-07-01 21:32:21.994574,6,53,4.3517719897655995,155.85674256641445,0,,
0,2014-07-01 21:46:07.369574,2014-07-01 21:54:31.702907,58,80,3.8385698453089447,161.47393155308708,0,,
0,2014-07-01 22:19:50.430180,2014-07-01 22:31:30.930180,77,0,6.335763742788003,169.19556854787297,0,,
0,2014-07-01 22:47:21.919069,2014-07-01 23:03:28.919069,0,118,10.157691206285012,180.38090886658495,1,0,A01
0,2014-07-02 01:13:52.919069,2014-07-02 01:16:08.919069,111,72,2.8647681192655567,5.384446599057149,0,,
0,2014-07-02 01:36:35.819069,2014-07-02 01:40:52.819069,101,153,2.1469307292885658,8.111297601858425,0,,
0,2014-07-02 01:56:31.819069,2014-07-02 02:03:37.819069,112,68,2.131266243876613,12.113630364452854,0,,
0,2014-07-02 02:21:03.485736,2014-07-02 02:26:44.152403,78,24,2.1259138432268934,15.09722996495387,0,,
0,2014-07-02 02:39:06.152403,2014-07-02 02:47:51.652403,62,54,2.7985499938428866,24.61826944810279,0,,
0,2014-07-02 03:03:56.652403,2014-07-02 03:20:12.652403,57,45,5.299547546133293,35.57100920801418,0,,
0,2014-07-02 03:56:46.652403,2014-07-02 04:29:05.652403,16,16,4.180764258283803,48.46984515150804,0,,
0,2014-07-02 04:35:30.652403,2014-07-02 04:39:11.652403,12,11,1.4764287620525305,54.489565252345265,0,,
0,2014-07-02 04:49:25.652403,2014-07-02 04:55:49.652403,16,3,8.097096980878355,63.92801726402887,0,,
0,2014-07-02 05:58:31.652403,2014-07-02 06:21:33.652403,92,119,24.67814799322105,107.18909556112457,0,,
0,2014-07-02 07:33:22.457798,2014-07-02 07:42:25.457798,112,132,5.447892812304814,112.63698837342939,0,,
0,2014-07-02 08:26:20.457798,2014-07-02 08:41:36.457798,96,48,6.867854249845339,129.48897505243505,0,,
0,2014-07-02 10:39:39.457798,2014-07-02 10:50:28.457798,80,33,2.435827929806992,147.1190301492884,0,,
0,2014-07-02 11:23:44.957798,2014-07-02 11:31:13.957798,14,26,2.522046794316957,152.62382221946515,0,,
0,2014-07-02 11:46:38.314941,2014-07-02 11:57:45.314941,20,12,5.3576686935037285,159.17205598867147,1,0,A01
0,2014-07-02 14:29:07.314941,2014-07-02 14:45:19.314941,54,57,6.045816063494208,20.469067652831697,0,,
0,2014-07-02 15:23:36.314941,2014-07-02 15:34:11.314941,29,73,5.566986296186763,36.85745383019684,0,,
0,2014-07-02 15:54:23.314941,2014-07-02 16:04:10.314941,90,12,6.150749858944878,45.26666571417405,1,0,A01
0,2014-07-02 18:29:16.314941,2014-07-02 18:43:11.314941,8,19,3.4279086931436624,7.454514735845969,0,,
0,2014-07-02 19:18:27.714941,2014-07-02 20:06:50.714941,8,118,22.888339600016213,35.74650248205056,0,,
0,2014-07-02 20:29:25.714941,2014-07-02 20:40:57.214941,119,72,2.34797539066412,41.2634294699228,0,,
0,2014-07-02 21:02:21.214941,2014-07-02 21:16:25.214941,101,46,6.247242129772661,48.09059187320817,0,,
0,2014-07-02 21:33:41.214941,2014-07-02 21:59:00.214941,41,70,15.758011960900536,66.50632380222265,0,,
0,2014-07-02 22:15:23.681608,2014-07-02 22:47:01.681608,82,155,15.347975623536875,83.11707862659532,0,,
0,2014-07-02 23:15:22.681608,2014-07-02 23:22:48.181608,206,113,2.0932849396850584,86.77733537472594,0,,
0,2014-07-02 23:45:56.181608,2014-07-02 23:53:56.181608,100,127,2.1317650083586197,90.47238847652316,0,,
0,2014-07-03 00:19:01.181608,2014-07-03 00:22:19.181608,213,113,1.3967430913616758,104.0578971396114,0,,
0,2014-07-03 02:10:24.759839,2014-07-03 02:17:24.487112,9,19,1.780269155287981,105.83816629489938,0,,
0,2014-07-03 02:45:09.487112,2014-07-03 02:49:43.487112,46,26,5.895807573173643,121.9376873677619,0,,
0,2014-07-03 03:12:39.487112,2014-07-03 03:31:39.987112,8,85,11.030235793741157,160.40859685686834,0,,
0,2014-07-03 04:12:06.487112,2014-07-03 04:26:13.487112,1,5,9.991459986080017,187.06578559378664,1,7,C01
0,2014-07-03 06:12:29.237112,2014-07-03 06:26:48.237112,2,8,8.767196319665812,9.59894029506626,0,,
0,2014-07-03 07:03:52.237112,2014-07-03 07:33:09.237112,13,29,37.31912995598847,55.34078148168742,0,,
0,2014-07-03 11:31:59.237112,2014-07-03 11:42:49.237112,103,10,3.9861353398574666,122.72020269283536,0,,
0,2014-07-03 12:49:17.237112,2014-07-03 12:57:49.237112,126,121,2.7424212469944718,140.93973210565974,0,,
0,2014-07-03 13:33:08.237112,2014-07-03 15:10:02.237112,134,41,11.344462539819697,157.1623650141972,0,,
0,2014-07-03 15:22:29.237112,2014-07-03 15:28:55.237112,33,27,3.1781556094369843,161.2786651956752,0,,
0,2014-07-03 15:57:42.737112,2014-07-03 16:06:10.737112,40,10,4.250259286917243,169.46906791893272,0,,
0,2014-07-03 16:17:05.737112,2014-07-03 16:31:15.237112,11,12,2.7558600679051435,175.37063517453555,1,0,A01
0,2014-07-03 18:08:29.237112,2014-07-03 18:31:13.237112,37,25,4.2263727739095565,5.7923061732224,0,,
0,2014-07-03 18:46:44.487112,2014-07-03 19:01:54.487112,30,22,5.016257540406687,11.567228051112902,0,,
0,2014-07-03 19:20:54.305294,2014-07-03 19:32:04.305294,11,7,5.521367788246383,18.347071223538354,0,,
0,2014-07-03 20:06:18.305294,2014-07-03 20:30:05.305294,16,50,8.385744367934556,32.32941311710148,0,,
0,2014-07-03 20:58:02.805294,2014-07-03 21:04:38.471961,62,46,1.8823851948569208,35.04507912163157,0,,
0,2014-07-03 21:37:43.471961,2014-07-03 21:47:58.971961,24,4,4.000292989094366,40.80588336140801,0,,
0,2014-07-03 22:03:14.846961,2014-07-03 22:14:33.346961,16,11,1.537413009950434,43.30180154593995,1,0,A01
0,2014-07-04 00:25:39.846961,2014-07-04 00:32:19.513628,3,53,3.534225067130385,14.457487595068876,0,,
0,2014-07-04 01:39:05.846961,2014-07-04 01:44:01.704104,0,1,2.021085491453512,21.704231786532883,0,,
0,2014-07-04 02:08:03.396412,2014-07-04 02:13:13.600957,0,0,1.3156994594421731,25.40726702653607,0,,
0,2014-07-04 04:08:50.641521,2014-07-04 04:15:46.641521,131,30,53.08498487222222,78.4922518987583,0,,
0,2014-07-04 05:03:45.641521,2014-07-04 05:09:40.641521,9,19,1.780269155287981,95.81602458987561,0,,
0,2014-07-04 05:24:52.141521,2014-07-04 05:28:36.141521,18,15,2.752317188721593,100.12673614605133,0,,
0,2014-07-04 05:52:56.641521,2014-07-04 06:00:19.141521,9,28,4.324906097133993,105.71926373885434,0,,
0,2014-07-04 06:04:10.141521,2014-07-04 06:41:20.141521,27,29,30.15265455294405,138.5729819313139,0,,
0,2014-07-04 07:43:27.641521,2014-07-04 07:57:59.641521,206,127,3.8382284944531406,155.14764230434272,0,,
0,2014-07-04 08:06:14.641521,2014-07-04 08:32:39.641521,91,3,19.928811238654095,179.2688781033715,0,,
0,2014-07-04 08:51:06.141521,2014-07-04 09:01:41.141521,37,34,6.581771316334473,190.59493358762768,1,7,C01
0,2014-07-04 10:44:12.141521,2014-07-04 11:11:17.141521,33,134,9.039282496273255,11.976983728274702,0,,
0,2014-07-04 11:47:17.141521,2014-07-04 12:18:15.141521,126,21,19.70060322255129,32.911855357215586,0,,
0,2014-07-04 12:40:54.808188,2014-07-04 12:47:52.808188,13,11,1.8949150006151718,36.61018109851971,0,,
0,2014-07-04 13:03:10.353643,2014-07-04 13:21:09.353643,13,46,6.13751353640949,43.690741740541895,0,,
0,2014-07-04 13:41:08.353643,2014-07-04 13:54:17.853643,41,2,4.529240373677624,50.87770208233347,0,,
0,2014-07-04 14:15:49.996500,2014-07-04 14:26:14.196500,3,4,2.468524335048084,54.544493786333405,0,,
0,2014-07-04 15:21:29.196500,2014-07-04 15:41:05.196500,48,137,13.036403846713956,74.42984419489812,0,,
0,2014-07-04 15:59:17.196500,2014-07-04 16:09:51.196500,43,65,5.850338376773005,83.422756859953,0,,
0,2014-07-04 17:19:32.244693,2014-07-04 17:27:37.244693,54,54,2.207414415216985,85.63017127516999,0,,
0,2014-07-04 18:07:27.044693,2014-07-04 18:19:58.044693,24,45,2.4044848626574447,89.05119757771321,0,,
0,2014-07-04 18:30:23.044693,2014-07-04 18:54:49.044693,47,194,22.7002090286204,116.37767241016766,0,,
0,2014-07-04 19:32:04.044693,2014-07-04 20:07:06.044693,246,69,21.281185048311848,138.09978839038118,0,,
0,2014-07-04 20:42:25.044693,2014-07-04 20:45:55.044693,119,96,1.383526320611067,150.56815830631558,0,,
0,2014-07-04 21:32:54.044693,2014-07-04 21:49:09.044693,78,66,4.707109957045317,159.21468807448676,0,,
0,2014-07-04 22:16:29.044693,2014-07-04 22:20:22.044693,76,49,2.3518747028674976,165.3682055779935,0,,
0,2014-07-04 22:31:56.834167,2014-07-04 22:39:33.584167,41,23,1.8692327621034128,167.68548210355186,0,,
0,2014-07-04 22:59:44.184167,2014-07-04 23:15:06.184167,7,20,10.48572588912416,180.1573886159548,1,0,A01
0,2014-07-05 01:25:10.184167,2014-07-05 01:48:58.184167,99,62,12.425946647701096,35.20087566730392,0,,
0,2014-07-05 02:33:43.184167,2014-07-05 02:41:25.184167,18,88,5.246420263629199,50.62520993750355,0,,
0,2014-07-05 03:14:22.184167,2014-07-05 03:17:27.517500,1,10,1.848969127755039,60.01210114642009,0,,
0,2014-07-05 03:39:12.934167,2014-07-05 03:52:06.934167,1,0,9.54514054749912,71.34760935128799,0,,
0,2014-07-05 04:09:18.754167,2014-07-05 04:14:11.217582,0,0,1.3156994594421731,73.69095792315711,0,,
0,2014-07-05 04:30:08.034249,2014-07-05 04:35:18.418864,0,0,1.3156994594421731,76.03430649502624,0,,
0,2014-07-05 04:52:36.495787,2014-07-05 05:00:43.495787,0,21,23.40985499545105,100.47181060290424,0,,
0,2014-07-05 05:13:39.495787,2014-07-05 05:34:36.495787,6,30,24.296371477615352,131.82704012715553,0,,
0,2014-07-05 06:30:37.495787,2014-07-05 06:58:03.995787,75,29,22.2689523133036,155.7830468467243,0,,
0,2014-07-05 07:52:34.495787,2014-07-05 08:42:10.495787,145,4,28.727498912428306,198.9348058038592,1,6,D01
0,2014-07-05 10:28:19.662454,2014-07-05 10:50:30.662454,6,99,19.985697308224022,21.15160271618725,0,,
0,2014-07-05 11:00:35.162454,2014-07-05 11:08:23.829121,89,59,3.241281149596668,27.424686644195308,0,,
0,2014-07-05 11:20:18.579121,2014-07-05 11:26:14.579121,68,42,2.887234826480181,31.17557986362519,0,,
0,2014-07-05 11:41:15.245788,2014-07-05 11:55:04.245788,39,111,5.530434407669366,37.39575294736814,0,,
0,2014-07-05 12:00:55.245788,2014-07-05 12:07:53.245788,163,107,2.0495038091104467,41.051462462801105,1,0,A01
0,2014-07-05 14:11:24.745788,2014-07-05 14:21:34.745788,127,60,2.8020810862812997,7.8441739384796065,0,,
0,2014-07-05 14:37:33.836697,2014-07-05 14:58:06.836697,45,29,19.89602950564912,28.940849541935712,0,,
0,2014-07-05 16:20:07.836697,2014-07-05 16:29:25.836697,87,84,3.9397039796947126,99.54115808927185,0,,
0,2014-07-05 18:04:54.836697,2014-07-05 18:14:49.836697,132,139,1.1084153154508736,122.87868604116271,0,,
0,2014-07-05 19:44:36.836697,2014-07-05 20:00:04.436697,3,80,7.1692550380922455,151.42234974786126,0,,
0,2014-07-05 21:52:43.871480,2014-07-05 21:59:33.871480,163,104,2.194125213888835,153.6164749617501,0,,
0,2014-07-05 23:03:01.871480,2014-07-05 23:14:51.871480,167,58,6.768529017831328,175.97543798995565,0,,
0,2014-07-05 23:58:41.371480,2014-07-06 00:08:33.371480,25,60,5.609353849309034,188.97940852472536,1,2,N04
0,2014-07-06 01:58:09.371480,2014-07-06 02:07:34.371480,75,74,4.018068180360905,13.204482023438992,0,,
0,2014-07-06 03:28:52.371480,2014-07-06 03:35:35.496480,2,53,2.8032790791960602,43.90442589350435,0,,
0,2014-07-06 03:54:13.696480,2014-07-06 03:58:53.696480,47,14,3.4534872964496555,48.996624321035,0,,
0,2014-07-06 04:25:05.446480,2014-07-06 04:30:15.831095,0,0,1.3156994594421731,53.980479122166216,0,,
0,2014-07-06 04:47:33.908018,2014-07-06 04:54:08.908018,0,11,3.3413269722708563,58.34945520686403,0,,
0,2014-07-06 05:27:36.908018,2014-07-06 05:36:49.908018,29,49,3.1761545879902946,72.6639847842629,0,,
0,2014-07-06 06:11:05.908018,2014-07-06 06:38:59.908018,15,29,32.79829841516144,115.90316042904101,0,,
0,2014-07-06 07:41:33.158018,2014-07-06 07:46:34.158018,68,146,2.8842675411772776,138.8200064081481,0,,
0,2014-07-06 08:31:20.158018,2014-07-06 08:46:49.658018,25,151,4.526219302724082,154.9487366592323,0,,
0,2014-07-06 15:42:51.658018,2014-07-06 16:02:33.658018,109,59,8.932656609476677,189.6103590551878,1,5,B04
0,2014-07-06 18:58:56.834614,2014-07-06 19:10:09.834614,14,28,4.78159453920124,4.78159453920124,0,,
0,2014-07-06 19:26:09.834614,2014-07-06 19:35:32.834614,27,88,4.157398236754346,11.640056415471115,0,,
0,2014-07-06 19:49:13.209614,2014-07-06 20:02:41.209614,92,33,3.564494280849269,16.190451320708927,0,,
0,2014-07-06 20:35:25.209614,2014-07-06 20:44:26.209614,28,3,2.376300567713621,35.619818945618256,0,,
0,2014-07-06 20:56:37.209614,2014-07-06 21:11:42.209614,61,21,6.538806748424503,45.40677146940406,0,,
0,2014-07-06 21:26:32.009614,2014-07-06 21:41:43.009614,34,0,5.3070382472711914,53.131806041610766,0,,
0,2014-07-06 21:59:00.809614,2014-07-06 22:06:28.963460,0,1,2.021085491453512,56.180540645491234,0,,
0,2014-07-06 22:18:36.213460,2014-07-06 22:28:46.546793,3,13,2.9044133670454593,61.257605263042656,0,,
0,2014-07-06 22:43:13.832507,2014-07-06 22:49:26.082507,7,4,3.0732656069621838,65.12573446081791,0,,
0,2014-07-06 23:05:08.082507,2014-07-06 23:14:14.082507,35,95,3.4790744517834566,76.12534344956684,0,,
0,2014-07-06 23:21:30.082507,2014-07-06 23:33:31.082507,103,85,6.648636357306308,84.58501958875273,0,,
0,2014-07-06 23:51:13.832507,2014-07-06 23:55:41.832507,52,121,1.763985929565837,87.95920206485927,0,,
0,2014-07-07 00:18:16.332507,2014-07-07 00:23:41.332507,123,85,3.5283729733164604,92.51241047414534,0,,
0,2014-07-07 00:48:08.832507,2014-07-07 01:07:02.832507,52,0,14.61342377403426,108.7360307947203,0,,
0,2014-07-07 01:28:54.893483,2014-07-07 01:35:51.560150,0,0,1.3156994594421731,111.07937936658944,0,,
0,2014-07-07 01:59:29.726817,2014-07-07 02:09:51.726817,2,2,5.131959283208799,123.4617748013554,0,,
0,2014-07-07 02:27:24.083960,2014-07-07 02:38:19.083960,0,16,6.416927516962607,132.88057600824953,0,,
0,2014-07-07 02:51:02.417293,2014-07-07 02:56:22.690020,4,7,1.3610561239619443,135.9457681043009,1,8,E11
0,2014-07-07 04:36:19.690020,2014-07-07 04:40:41.090020,13,11,1.8949150006151718,3.228607898956171,0,,
0,2014-07-07 05:20:41.090020,2014-07-07 05:25:27.090020,1,37,3.389037804484659,24.807901825113216,0,,
0,2014-07-07 05:31:43.090020,2014-07-07 05:34:06.090020,48,18,3.103688082562486,28.754961712215366,0,,
0,2014-07-07 05:47:53.090020,2014-07-07 06:14:42.090020,8,29,34.20234136486414,65.36938591092775,0,,
0,2014-07-07 07:29:16.590020,2014-07-07 07:36:04.590020,113,113,1.5712556762969356,99.75931847232653,0,,
0,2014-07-07 07:51:42.590020,2014-07-07 08:29:23.590020,174,86,9.714767245954851,111.01403177510663,0,,
0,2014-07-07 08:57:11.590020,2014-07-07 09:07:45.590020,38,60,3.3007989787582126,119.87214360167673,0,,
0,2014-07-07 10:00:45.590020,2014-07-07 10:19:09.590020,121,107,8.803118826978876,135.1606593713693,1,3,D08
0,2014-07-07 12:18:38.090020,2014-07-07 12:49:10.090020,79,2,16.945050415638672,26.816141418682975,0,,
0,2014-07-07 13:10:00.874334,2014-07-07 13:15:35.237970,3,0,2.0994189533971657,30.113827741031987,0,,
0,2014-07-07 13:29:07.571303,2014-07-07 13:36:55.071303,0,54,3.032889558956452,34.174366412415395,0,,
0,2014-07-07 13:49:46.821303,2014-07-07 14:04:54.987970,29,2,3.3168283985147786,39.91190051430317,0,,
0,2014-07-07 14:22:59.207482,2014-07-07 14:28:29.707482,3,2,1.7761677821523782,42.886335665407394,0,,
0,2014-07-07 14:48:42.457482,2014-07-07 14:56:17.457482,0,52,5.473859524276193,51.36206887961511,0,,
0,2014-07-07 15:40:50.457482,2014-07-07 15:46:08.707482,29,14,1.7283597028653217,59.41693610935497,0,,
1,2014-07-01 00:00:00.000000,2014-07-01 00:08:59.000000,14,83,5.302811906859465,5.302811906859465,0,,
1,2014-07-01 01:10:00.000000,2014-07-01 01:14:17.500000,31,39,1.8466051403262096,22.81940061501833,0,,
1,2014-07-01 01:34:02.125000,2014-07-01 01:45:31.875000,17,5,16.908350917371052,41.84151546907428,0,,
1,2014-07-01 02:02:15.796053,2014-07-01 02:07:15.207818,2,5,1.258700379390459,43.93195982386519,0,,
1,2014-07-01 02:39:44.207818,2014-07-01 02:49:40.457818,17,0,4.351684555308121,58.88121747616056,0,,
1,2014-07-01 03:38:00.457818,2014-07-01 03:44:59.457818,41,66,3.883476487154796,70.80394675189284,0,,
1,2014-07-01 04:03:03.707818,2014-07-01 04:16:27.041151,22,0,7.941543986780295,80.24173104532001,0,,
1,2014-07-01 05:47:28.785910,2014-07-01 05:52:02.785910,104,85,1.4198770800253409,81.66160812534535,0,,
1,2014-07-01 06:00:42.785910,2014-07-01 06:12:16.785910,156,184,5.075935627072947,91.138026041649,0,,
1,2014-07-01 06:21:07.785910,2014-07-01 06:43:51.785910,187,25,15.397725637560756,107.01174134090626,0,,
1,2014-07-01 07:10:49.785910,2014-07-01 07:14:40.285910,67,64,1.3751498845975128,110.22883417909183,0,,
1,2014-07-01 07:42:25.285910,2014-07-01 07:52:15.285910,239,25,6.727575347276509,119.20656629782953,0,,
1,2014-07-01 08:22:38.285910,2014-07-01 08:35:43.285910,67,11,7.929531295597512,128.9780405470151,1,7,C01
1,2014-07-01 11:24:11.368357,2014-07-01 11:28:30.368357,160,133,1.461946672879319,1.461946672879319,0,,
1,2014-07-01 11:37:33.368357,2014-07-01 11:41:52.368357,160,133,1.461946672879319,3.7401580350858357,0,,
1,2014-07-01 12:05:53.368357,2014-07-01 12:20:43.368357,197,31,7.990877497670461,15.309465405929219,0,,
1,2014-07-01 13:05:28.368357,2014-07-01 13:11:23.368357,138,86,15.58910095182456,34.05961966180374,0,,
1,2014-07-01 13:17:00.368357,2014-07-01 13:36:25.368357,138,113,8.174517834382177,46.05338989346025,0,,
1,2014-07-01 14:15:37.701690,2014-07-01 14:29:29.701690,100,171,5.594384040299588,53.21106202719845,0,,
1,2014-07-01 14:51:15.701690,2014-07-01 15:09:10.701690,149,146,4.659435402736078,58.814232681590724,0,,
1,2014-07-01 15:22:24.201690,2014-07-01 16:00:22.201690,170,51,18.090494558616648,77.78110934085255,0,,
1,2014-07-01 16:19:57.201690,2014-07-01 16:33:17.535023,20,7,7.792463859457543,93.2349092112565,0,,
1,2014-07-01 16:49:12.701690,2014-07-01 17:07:36.701690,12,4,2.8705245376944486,96.80991004950937,0,,
1,2014-07-01 18:25:11.701690,2014-07-01 18:39:52.701690,88,64,12.650042187746198,124.83666778660974,0,,
1,2014-07-01 19:16:37.701690,2014-07-01 19:25:24.035023,40,41,2.460367164935786,130.23650603184527,0,,
1,2014-07-01 19:49:49.535023,2014-07-01 20:08:13.535023,46,0,8.168599597141107,144.22965248946898,0,,
1,2014-07-01 20:24:04.433574,2014-07-01 20:44:11.433574,0,76,13.326354257159029,158.58365585905497,0,,
1,2014-07-01 21:06:07.433574,2014-07-01 21:34:12.433574,56,185,13.100360031526987,172.69584074032161,0,,
1,2014-07-01 22:29:56.433574,2014-07-01 22:37:02.433574,35,76,5.257209891766504,192.63997947738576,1,7,C01
1,2014-07-02 00:31:50.433574,2014-07-02 00:48:52.433574,169,118,6.6324239677874175,25.30859187475945,0,,
1,2014-07-02 01:01:06.433574,2014-07-02 01:18:38.433574,119,149,6.390910536325307,34.86845400829287,0,,
1,2014-07-02 01:37:45.683574,2014-07-02 01:49:21.683574,22,81,11.997992367415671,48.0387864793973,0,,
1,2014-07-02 02:05:27.683574,2014-07-02 02:10:26.016907,40,27,2.857873808999745,55.84721435336574,0,,
1,2014-07-02 02:32:47.016907,2014-07-02 02:54:01.016907,15,60,15.485089462089729,77.15726271929167,0,,
1,2014-07-02 03:34:30.016907,2014-07-02 03:39:09.683574,1,48,2.3997509558478654,97.22057568588563,0,,
1,2014-07-02 04:02:38.683574,2014-07-02 04:25:03.683574,30,170,17.06768302658673,119.02646763689968,0,,
1,2014-07-02 04:58:24.683574,2014-07-02 05:36:23.683574,150,119,33.39917785144006,160.7899530772938,0,,
1,2014-07-02 07:05:59.683574,2014-07-02 07:19:32.683574,39,40,3.0113500454556825,193.46472280205768,1,13,A09
1,2014-07-02 16:01:24.683574,2014-07-02 16:29:32.683574,123,40,23.43736789698507,64.26305509917708,0,,
1,2014-07-02 16:43:58.683574,2014-07-02 16:50:07.683574,25,32,2.4281157597461545,69.00696929500965,0,,
1,2014-07-02 17:01:56.183574,2014-07-02 17:10:28.850241,38,58,2.1296008095345766,74.07663093020606,0,,
1,2014-07-02 17:58:08.350241,2014-07-02 18:04:10.850241,25,32,2.4281157597461545,83.89936337541289,0,,
1,2014-07-02 18:36:24.850241,2014-07-02 18:45:22.350241,38,31,1.8962176779867692,88.73564187906148,0,,
1,2014-07-02 19:09:06.350241,2014-07-02 19:25:21.350241,205,48,9.202669938391818,103.41858432612493,0,,
1,2014-07-02 19:39:34.778812,2014-07-02 19:47:40.112145,71,26,2.8468275116934514,107.45969916510053,0,,
1,2014-07-02 20:08:11.778812,2014-07-02 20:28:13.778812,14,42,11.2868954769624,120.7906041408628,0,,
1,2014-07-02 20:45:44.778812,2014-07-02 20:52:13.112145,39,60,2.2395667600482265,123.71990957698459,0,,
1,2014-07-02 21:13:58.112145,2014-07-02 21:27:32.112145,39,70,9.210581678973444,136.4904817900267,0,,
1,2014-07-02 22:47:18.444262,2014-07-02 22:52:22.444262,122,42,2.1481050064191387,138.63858679644585,0,,
1,2014-07-02 23:11:06.444262,2014-07-02 23:17:40.444262,45,112,6.092702776460237,147.69369691838114,1,0,A01
1,2014-07-03 04:31:23.063057,2014-07-03 04:39:12.563057,27,22,3.8176698940802583,3.8176698940802583,0,,
1,2014-07-03 05:06:02.363057,2014-07-03 05:19:36.363057,1,40,15.673576109769227,23.924764934672254,0,,
1,2014-07-03 05:46:31.363057,2014-07-03 06:10:58.363057,117,29,24.83659561158261,50.200836939454966,0,,
1,2014-07-03 07:39:11.363057,2014-07-03 07:52:20.363057,50,4,15.401009376083453,96.43371711556712,0,,
1,2014-07-03 08:25:15.863057,2014-07-03 08:42:01.863057,26,71,14.352845788725928,115.56581392294612,0,,
1,2014-07-03 09:00:05.363057,2014-07-03 09:17:11.863057,14,4,16.798261424540744,135.62036474389305,0,,
1,2014-07-03 09:51:01.796390,2014-07-03 10:00:57.796390,5,17,2.935148585160408,139.18113993149092,0,,
1,2014-07-03 11:05:14.796390,2014-07-03 11:17:36.796390,153,133,1.6640440256144768,180.971978072242,1,17,F07
1,2014-07-03 13:11:14.796390,2014-07-03 13:22:07.796390,167,113,3.653581289408495,19.788424645901554,0,,
1,2014-07-03 13:52:22.796390,2014-07-03 14:08:00.796390,83,59,4.498673684832123,33.327304622064574,0,,
1,2014-07-03 14:20:00.129723,2014-07-03 15:08:04.129723,55,23,28.08348640388816,63.84988304791438,0,,
1,2014-07-03 15:22:40.822031,2014-07-03 15:29:29.822031,26,35,1.7244538630374409,66.28532895954613,0,,
1,2014-07-03 16:49:18.822031,2014-07-03 17:16:55.822031,51,35,8.122066012962504,87.63803943161359,0,,
