id,day,begin_hour,rest_length
108,6,4,1.517151321919405
109,0,3,1.7760456895642092
109,1,3,1.7760456895642092
109,2,14,1.2834484551396315
109,3,4,1.517151321919405
109,4,4,1.517151321919405
109,5,2,1.926955712326085
109,5,3,1.7760456895642092
109,5,19,1.87762077294686
109,6,1,1.8093585740307072
109,6,4,1.517151321919405
109,6,17,1.4313220551378458
11,0,-1,
11,1,-1,
11,2,7,1.9428860398860393
11,3,14,1.2834484551396315
11,4,17,1.4313220551378458
11,5,-1,
11,6,2,1.926955712326085
11,6,15,1.3885742821473157
110,0,5,1.1498277818299711
110,0,15,1.3885742821473157
110,1,-1,
110,2,3,1.7760456895642092
110,2,15,1.3885742821473157
110,2,21,1.3295366991078659
110,3,14,1.2834484551396315
110,4,2,1.926955712326085
110,4,14,1.2834484551396315
110,4,16,1.1614022757697458
110,5,4,1.517151321919405
110,6,10,1.4397712765957436
111,0,9,1.1975565656565659
111,1,3,1.7760456895642092
111,1,10,1.4397712765957436
111,2,6,1.1968903874973245
111,3,4,1.517151321919405
111,3,5,1.1498277818299711
111,4,4,1.517151321919405
111,5,20,1.6120232172470974
111,6,4,1.517151321919405
112,0,5,1.1498277818299711
112,0,7,1.9428860398860393
112,1,2,1.926955712326085
112,1,20,1.6120232172470974
112,2,12,1.8944583557709551
112,3,15,1.3885742821473157
112,4,17,1.4313220551378458
112,5,22,1.349054149085795
112,6,5,1.1498277818299711
113,0,-1,
113,1,6,1.1968903874973245
113,2,2,1.926955712326085
113,3,14,1.2834484551396315
113,4,20,1.6120232172470974
113,5,0,1.8015495086923654
113,5,1,1.8093585740307072
113,5,3,1.7760456895642092
113,5,6,1.1968903874973245
113,6,2,1.926955712326085
113,6,7,1.9428860398860393
114,0,12,1.8944583557709551
114,1,4,1.517151321919405
114,2,13,1.4312125824454596
114,3,7,1.9428860398860393
114,4,13,1.4312125824454596
114,5,3,1.7760456895642092
114,5,5,1.1498277818299711
114,6,5,1.1498277818299711
115,0,5,1.1498277818299711
115,0,12,1.8944583557709551
115,1,4,1.517151321919405
115,1,10,1.4397712765957436
115,2,1,1.8093585740307072
115,3,5,1.1498277818299711
115,4,4,1.517151321919405
115,5,5,1.1498277818299711
115,6,5,1.1498277818299711
116,0,17,1.4313220551378458
116,0,19,1.87762077294686
116,1,4,1.517151321919405
116,2,8,1.307800679669032
116,3,7,1.9428860398860393
116,4,17,1.4313220551378458
116,5,1,1.8093585740307072
116,6,6,1.1968903874973245
117,0,16,1.1614022757697458
117,1,6,1.1968903874973245
117,2,11,1.7595890328773707
117,2,16,1.1614022757697458
117,3,1,1.8093585740307072
117,4,9,1.1975565656565659
117,5,2,1.926955712326085
117,6,3,1.7760456895642092
118,0,4,1.517151321919405
118,0,6,1.1968903874973245
118,1,14,1.2834484551396315
118,1,22,1.349054149085795
118,2,3,1.7760456895642092
118,3,6,1.1968903874973245
118,4,20,1.6120232172470974
118,5,0,1.8015495086923654
118,6,3,1.7760456895642092
119,0,0,1.8015495086923654
119,1,-1,
119,2,23,1.719228948679622
119,3,22,1.349054149085795
119,4,5,1.1498277818299711
119,5,6,1.1968903874973245
119,6,5,1.1498277818299711
119,6,11,1.7595890328773707
12,0,4,1.517151321919405
12,1,4,1.517151321919405
12,1,23,1.719228948679622
12,2,1,1.8093585740307072
12,2,22,1.349054149085795
12,3,-1,
12,4,3,1.7760456895642092
12,5,5,1.1498277818299711
12,6,2,1.926955712326085
12,6,17,1.4313220551378458
120,0,5,1.1498277818299711
120,0,22,1.349054149085795
120,1,15,1.3885742821473157
120,2,8,1.307800679669032
120,3,4,1.517151321919405
120,3,8,1.307800679669032
120,3,11,1.7595890328773707
120,4,16,1.1614022757697458
120,5,11,1.7595890328773707
120,6,4,1.517151321919405
121,0,11,1.7595890328773707
121,1,3,1.7760456895642092
121,1,6,1.1968903874973245
121,2,11,1.7595890328773707
121,3,9,1.1975565656565659
121,4,7,1.9428860398860393
121,5,0,1.8015495086923654
121,5,12,1.8944583557709551
121,6,5,1.1498277818299711
122,0,16,1.1614022757697458
122,1,2,1.926955712326085
122,2,14,1.2834484551396315
122,3,13,1.4312125824454596
122,4,13,1.4312125824454596
122,5,20,1.6120232172470974
122,6,10,1.4397712765957436
123,0,6,1.1968903874973245
123,1,2,1.926955712326085
123,2,11,1.7595890328773707
123,3,3,1.7760456895642092
123,3,4,1.517151321919405
123,4,17,1.4313220551378458
123,4,22,1.349054149085795
123,4,23,1.719228948679622
123,5,12,1.8944583557709551
123,5,22,1.349054149085795
123,6,6,1.1968903874973245
124,0,-1,
124,1,18,1.3561245791245795
124,2,7,1.9428860398860393
124,3,2,1.926955712326085
124,4,13,1.4312125824454596
124,5,9,1.1975565656565659
124,5,14,1.2834484551396315
124,6,1,1.8093585740307072
125,0,6,1.1968903874973245
125,1,5,1.1498277818299711
125,2,19,1.87762077294686
125,3,14,1.2834484551396315
125,3,17,1.4313220551378458
125,4,13,1.4312125824454596
125,4,14,1.2834484551396315
125,5,4,1.517151321919405
125,5,5,1.1498277818299711
125,6,-1,
126,0,2,1.926955712326085
126,0,5,1.1498277818299711
126,1,0,1.8015495086923654
126,2,2,1.926955712326085
126,3,4,1.517151321919405
126,3,10,1.4397712765957436
126,4,0,1.8015495086923654
126,4,4,1.517151321919405
126,5,4,1.517151321919405
126,6,15,1.3885742821473157
127,0,11,1.7595890328773707
127,1,-1,
127,2,16,1.1614022757697458
127,3,3,1.7760456895642092
127,3,16,1.1614022757697458
127,4,13,1.4312125824454596
127,5,16,1.1614022757697458
127,6,21,1.3295366991078659
128,0,7,1.9428860398860393
128,1,-1,
128,2,2,1.926955712326085
128,2,12,1.8944583557709551
128,3,4,1.517151321919405
128,4,3,1.7760456895642092
128,5,4,1.517151321919405
128,6,10,1.4397712765957436
128,6,16,1.1614022757697458
129,0,1,1.8093585740307072
129,0,8,1.307800679669032
129,1,13,1.4312125824454596
129,2,14,1.2834484551396315
129,3,1,1.8093585740307072
129,4,5,1.1498277818299711
129,5,2,1.926955712326085
129,5,16,1.1614022757697458
129,6,17,1.4313220551378458
13,0,17,1.4313220551378458
13,0,19,1.87762077294686
13,1,17,1.4313220551378458
13,2,4,1.517151321919405
13,3,17,1.4313220551378458
13,4,4,1.517151321919405
13,5,11,1.7595890328773707
13,6,10,1.4397712765957436
130,0,4,1.517151321919405
130,0,8,1.307800679669032
130,1,7,1.9428860398860393
130,2,1,1.8093585740307072
130,2,4,1.517151321919405
130,3,-1,
130,4,-1,
130,5,-1,
130,6,3,1.7760456895642092
131,0,1,1.8093585740307072
131,1,9,1.1975565656565659
131,2,7,1.9428860398860393
131,3,6,1.1968903874973245
131,4,1,1.8093585740307072
131,4,4,1.517151321919405
131,4,5,1.1498277818299711
131,5,6,1.1968903874973245
131,6,3,1.7760456895642092
132,0,-1,
132,1,5,1.1498277818299711
132,2,5,1.1498277818299711
132,3,5,1.1498277818299711
132,4,9,1.1975565656565659
132,5,10,1.4397712765957436
132,6,5,1.1498277818299711
133,0,18,1.3561245791245795
133,0,20,1.6120232172470974
133,1,5,1.1498277818299711
133,1,11,1.7595890328773707
133,2,12,1.8944583557709551
133,2,15,1.3885742821473157
133,3,5,1.1498277818299711
133,4,6,1.1968903874973245
133,5,-1,
133,6,17,1.4313220551378458
134,0,13,1.4312125824454596
134,1,4,1.517151321919405
134,1,16,1.1614022757697458
134,2,15,1.3885742821473157
134,3,4,1.517151321919405
134,4,18,1.3561245791245795
134,5,8,1.307800679669032
134,6,13,1.4312125824454596
134,6,15,1.3885742821473157
135,0,15,1.3885742821473157
135,1,21,1.3295366991078659
135,2,5,1.1498277818299711
135,3,6,1.1968903874973245
135,3,9,1.1975565656565659
135,4,0,1.8015495086923654
135,5,4,1.517151321919405
135,6,4,1.517151321919405
136,0,5,1.1498277818299711
136,1,12,1.8944583557709551
136,2,0,1.8015495086923654
136,3,8,1.307800679669032
136,4,6,1.1968903874973245
136,4,11,1.7595890328773707
136,5,3,1.7760456895642092
136,6,10,1.4397712765957436
137,0,8,1.307800679669032
137,1,20,1.6120232172470974
137,2,0,1.8015495086923654
137,2,5,1.1498277818299711
137,3,0,1.8015495086923654
137,4,7,1.9428860398860393
137,5,5,1.1498277818299711
137,6,7,1.9428860398860393
138,0,-1,
138,1,4,1.517151321919405
138,1,5,1.1498277818299711
138,2,9,1.1975565656565659
138,3,3,1.7760456895642092
138,4,1,1.8093585740307072
138,5,4,1.517151321919405
138,6,7,1.9428860398860393
139,0,4,1.517151321919405
139,1,7,1.9428860398860393
139,2,10,1.4397712765957436
139,3,1,1.8093585740307072
139,4,19,1.87762077294686
139,5,5,1.1498277818299711
139,6,12,1.8944583557709551
14,0,7,1.9428860398860393
14,1,3,1.7760456895642092
14,1,4,1.517151321919405
14,2,3,1.7760456895642092
14,3,10,1.4397712765957436
14,4,0,1.8015495086923654
14,5,12,1.8944583557709551
14,5,16,1.1614022757697458
14,6,4,1.517151321919405
140,0,4,1.517151321919405
140,1,10,1.4397712765957436
140,1,17,1.4313220551378458
140,2,11,1.7595890328773707
140,2,15,1.3885742821473157
140,3,10,1.4397712765957436
140,4,22,1.349054149085795
140,5,19,1.87762077294686
140,6,5,1.1498277818299711
141,0,4,1.517151321919405
141,0,7,1.9428860398860393
141,0,13,1.4312125824454596
141,1,8,1.307800679669032
141,1,18,1.3561245791245795
141,2,4,1.517151321919405
141,3,18,1.3561245791245795
141,4,3,1.7760456895642092
141,4,5,1.1498277818299711
141,4,18,1.3561245791245795
141,5,17,1.4313220551378458
141,6,8,1.307800679669032
142,0,-1,
142,1,23,1.719228948679622
142,2,-1,
142,3,3,1.7760456895642092
142,4,8,1.307800679669032
142,5,7,1.9428860398860393
142,6,6,1.1968903874973245
142,6,19,1.87762077294686
143,0,8,1.307800679669032
143,1,12,1.8944583557709551
143,2,3,1.7760456895642092
143,2,14,1.2834484551396315
143,3,16,1.1614022757697458
143,4,3,1.7760456895642092
143,4,11,1.7595890328773707
143,5,18,1.3561245791245795
143,6,6,1.1968903874973245
144,0,4,1.517151321919405
144,1,4,1.517151321919405
144,2,3,1.7760456895642092
144,3,20,1.6120232172470974
144,4,4,1.517151321919405
144,5,0,1.8015495086923654
144,6,0,1.8015495086923654
145,0,5,1.1498277818299711
145,1,8,1.307800679669032
145,2,3,1.7760456895642092
145,3,16,1.1614022757697458
145,4,10,1.4397712765957436
145,5,3,1.7760456895642092
145,6,12,1.8944583557709551
146,0,4,1.517151321919405
146,1,14,1.2834484551396315
146,2,5,1.1498277818299711
146,3,3,1.7760456895642092
146,3,16,1.1614022757697458
146,4,5,1.1498277818299711
146,5,-1,
146,6,4,1.517151321919405
147,0,14,1.2834484551396315
147,1,-1,
147,2,11,1.7595890328773707
147,3,5,1.1498277818299711
147,3,6,1.1968903874973245
147,3,7,1.9428860398860393
147,4,2,1.926955712326085
147,4,4,1.517151321919405
147,4,5,1.1498277818299711
147,4,16,1.1614022757697458
147,5,1,1.8093585740307072
147,6,8,1.307800679669032
148,0,5,1.1498277818299711
148,0,6,1.1968903874973245
148,1,5,1.1498277818299711
148,1,15,1.3885742821473157
148,2,15,1.3885742821473157
148,3,17,1.4313220551378458
148,4,3,1.7760456895642092
148,4,4,1.517151321919405
148,4,5,1.1498277818299711
148,5,6,1.1968903874973245
148,6,5,1.1498277818299711
149,0,17,1.4313220551378458
149,1,5,1.1498277818299711
149,1,17,1.4313220551378458
149,2,18,1.3561245791245795
149,3,6,1.1968903874973245
149,4,1,1.8093585740307072
149,4,6,1.1968903874973245
149,5,2,1.926955712326085
149,6,9,1.1975565656565659
15,0,9,1.1975565656565659
15,0,13,1.4312125824454596
15,1,6,1.1968903874973245
15,1,10,1.4397712765957436
15,2,16,1.1614022757697458
15,3,4,1.517151321919405
15,4,11,1.7595890328773707
15,5,15,1.3885742821473157
15,6,5,1.1498277818299711
15,6,13,1.4312125824454596
150,0,1,1.8093585740307072
150,0,2,1.926955712326085
150,1,10,1.4397712765957436
150,2,5,1.1498277818299711
150,3,-1,
150,4,11,1.7595890328773707
150,5,13,1.4312125824454596
150,6,4,1.517151321919405
150,6,8,1.307800679669032
150,6,12,1.8944583557709551
151,0,4,1.517151321919405
151,1,7,1.9428860398860393
151,1,9,1.1975565656565659
151,2,4,1.517151321919405
151,3,12,1.8944583557709551
151,4,5,1.1498277818299711
151,5,4,1.517151321919405
151,6,6,1.1968903874973245
152,0,5,1.1498277818299711
152,1,21,1.3295366991078659
152,2,4,1.517151321919405
152,3,3,1.7760456895642092
152,4,6,1.1968903874973245
152,5,10,1.4397712765957436
152,6,11,1.7595890328773707
153,0,4,1.517151321919405
153,0,19,1.87762077294686
153,1,12,1.8944583557709551
153,2,6,1.1968903874973245
153,2,7,1.9428860398860393
153,3,4,1.517151321919405
153,4,4,1.517151321919405
153,5,16,1.1614022757697458
153,6,4,1.517151321919405
153,6,5,1.1498277818299711
154,0,6,1.1968903874973245
154,0,9,1.1975565656565659
154,1,5,1.1498277818299711
154,2,9,1.1975565656565659
154,2,12,1.8944583557709551
154,2,19,1.87762077294686
154,3,20,1.6120232172470974
154,4,5,1.1498277818299711
154,4,20,1.6120232172470974
154,5,4,1.517151321919405
154,6,4,1.517151321919405
154,6,15,1.3885742821473157
155,0,12,1.8944583557709551
155,1,3,1.7760456895642092
155,2,4,1.517151321919405
155,2,9,1.1975565656565659
155,3,12,1.8944583557709551
155,4,3,1.7760456895642092
155,5,5,1.1498277818299711
155,6,17,1.4313220551378458
156,0,4,1.517151321919405
156,0,5,1.1498277818299711
156,1,2,1.926955712326085
156,1,4,1.517151321919405
156,2,4,1.517151321919405
156,3,9,1.1975565656565659
156,3,13,1.4312125824454596
156,4,1,1.8093585740307072
156,4,11,1.7595890328773707
156,5,3,1.7760456895642092
156,5,17,1.4313220551378458
156,6,20,1.6120232172470974
157,0,4,1.517151321919405
157,1,1,1.8093585740307072
157,1,7,1.9428860398860393
157,1,15,1.3885742821473157
157,2,3,1.7760456895642092
157,2,4,1.517151321919405
157,3,12,1.8944583557709551
157,4,0,1.8015495086923654
157,4,7,1.9428860398860393
157,4,11,1.7595890328773707
157,5,6,1.1968903874973245
157,6,7,1.9428860398860393
157,6,22,1.349054149085795
158,0,0,1.8015495086923654
158,1,6,1.1968903874973245
158,2,17,1.4313220551378458
158,3,6,1.1968903874973245
158,3,22,1.349054149085795
158,4,15,1.3885742821473157
158,4,23,1.719228948679622
158,5,16,1.1614022757697458
158,6,17,1.4313220551378458
159,0,6,1.1968903874973245
159,1,4,1.517151321919405
159,1,6,1.1968903874973245
159,1,13,1.4312125824454596
159,2,4,1.517151321919405
159,3,5,1.1498277818299711
159,4,15,1.3885742821473157
159,5,17,1.4313220551378458
159,6,1,1.8093585740307072
159,6,3,1.7760456895642092
16,0,1,1.8093585740307072
16,1,-1,
16,2,4,1.517151321919405
16,3,2,1.926955712326085
16,4,3,1.7760456895642092
16,5,4,1.517151321919405
16,5,6,1.1968903874973245
16,6,4,1.517151321919405
160,0,4,1.517151321919405
160,0,10,1.4397712765957436
160,1,11,1.7595890328773707
160,2,6,1.1968903874973245
160,2,7,1.9428860398860393
160,3,5,1.1498277818299711
160,3,14,1.2834484551396315
160,4,4,1.517151321919405
160,5,3,1.7760456895642092
160,5,13,1.4312125824454596
160,6,9,1.1975565656565659
161,0,6,1.1968903874973245
161,1,9,1.1975565656565659
161,2,3,1.7760456895642092
161,3,4,1.517151321919405
161,4,4,1.517151321919405
161,5,14,1.2834484551396315
161,5,16,1.1614022757697458
161,6,7,1.9428860398860393
162,0,15,1.3885742821473157
162,1,5,1.1498277818299711
162,1,6,1.1968903874973245
162,2,14,1.2834484551396315
162,3,4,1.517151321919405
162,4,9,1.1975565656565659
162,5,21,1.3295366991078659
162,6,22,1.349054149085795
163,0,4,1.517151321919405
163,1,18,1.3561245791245795
163,2,8,1.307800679669032
163,3,4,1.517151321919405
163,4,11,1.7595890328773707
163,5,-1,
163,6,17,1.4313220551378458
164,0,15,1.3885742821473157
164,1,18,1.3561245791245795
164,2,5,1.1498277818299711
164,2,11,1.7595890328773707
164,3,9,1.1975565656565659
164,4,13,1.4312125824454596
164,5,2,1.926955712326085
164,6,12,1.8944583557709551
165,0,14,1.2834484551396315
165,1,4,1.517151321919405
165,2,11,1.7595890328773707
165,3,4,1.517151321919405
165,4,4,1.517151321919405
165,5,0,1.8015495086923654
165,5,4,1.517151321919405
165,6,6,1.1968903874973245
165,6,13,1.4312125824454596
166,0,6,1.1968903874973245
166,1,4,1.517151321919405
166,2,9,1.1975565656565659
166,2,20,1.6120232172470974
166,3,8,1.307800679669032
166,4,4,1.517151321919405
166,4,17,1.4313220551378458
166,5,3,1.7760456895642092
166,5,4,1.517151321919405
166,5,12,1.8944583557709551
166,6,-1,
167,0,4,1.517151321919405
167,1,12,1.8944583557709551
167,2,3,1.7760456895642092
167,2,8,1.307800679669032
167,3,3,1.7760456895642092
167,4,-1,
167,5,5,1.1498277818299711
167,6,-1,
168,0,15,1.3885742821473157
168,0,18,1.3561245791245795
168,1,4,1.517151321919405
168,1,6,1.1968903874973245
168,2,6,1.1968903874973245
168,3,10,1.4397712765957436
168,4,4,1.517151321919405
168,5,11,1.7595890328773707
168,6,3,1.7760456895642092
169,0,-1,
169,1,5,1.1498277818299711
169,1,11,1.7595890328773707
169,2,9,1.1975565656565659
169,2,11,1.7595890328773707
169,2,17,1.4313220551378458
169,3,-1,
169,4,23,1.719228948679622
169,5,1,1.8093585740307072
169,5,2,1.926955712326085
169,6,7,1.9428860398860393
17,0,22,1.349054149085795
17,1,-1,
17,2,4,1.517151321919405
17,2,19,1.87762077294686
17,3,4,1.517151321919405
17,4,14,1.2834484551396315
17,5,0,1.8015495086923654
17,5,12,1.8944583557709551
17,6,6,1.1968903874973245
170,0,12,1.8944583557709551
170,1,-1,
170,2,5,1.1498277818299711
170,2,17,1.4313220551378458
170,3,12,1.8944583557709551
170,4,10,1.4397712765957436
170,5,-1,
170,6,4,1.517151321919405
171,0,-1,
171,1,2,1.926955712326085
171,2,21,1.3295366991078659
171,3,17,1.4313220551378458
171,4,6,1.1968903874973245
171,5,1,1.8093585740307072
171,6,6,1.1968903874973245
172,0,5,1.1498277818299711
172,0,12,1.8944583557709551
172,0,15,1.3885742821473157
172,1,2,1.926955712326085
172,2,2,1.926955712326085
172,3,2,1.926955712326085
172,4,3,1.7760456895642092
172,5,-1,
172,6,0,1.8015495086923654
173,0,9,1.1975565656565659
173,1,0,1.8015495086923654
173,1,4,1.517151321919405
173,2,6,1.1968903874973245
173,3,23,1.719228948679622
173,4,15,1.3885742821473157
173,5,4,1.517151321919405
173,6,5,1.1498277818299711
174,0,3,1.7760456895642092
174,1,3,1.7760456895642092
174,2,2,1.926955712326085
174,3,12,1.8944583557709551
174,4,16,1.1614022757697458
174,5,6,1.1968903874973245
174,6,3,1.7760456895642092
175,0,3,1.7760456895642092
175,1,12,1.8944583557709551
175,2,9,1.1975565656565659
175,3,16,1.1614022757697458
175,4,4,1.517151321919405
175,4,6,1.1968903874973245
175,5,3,1.7760456895642092
175,6,6,1.1968903874973245
176,0,2,1.926955712326085
176,0,5,1.1498277818299711
176,0,17,1.4313220551378458
176,1,6,1.1968903874973245
176,1,11,1.7595890328773707
176,2,4,1.517151321919405
176,3,3,1.7760456895642092
176,4,8,1.307800679669032
176,5,21,1.3295366991078659
176,6,3,1.7760456895642092
177,0,5,1.1498277818299711
177,0,7,1.9428860398860393
177,1,16,1.1614022757697458
177,2,6,1.1968903874973245
177,3,15,1.3885742821473157
177,4,7,1.9428860398860393
177,4,16,1.1614022757697458
177,5,23,1.719228948679622
177,6,11,1.7595890328773707
178,0,7,1.9428860398860393
178,0,11,1.7595890328773707
178,1,6,1.1968903874973245
178,2,4,1.517151321919405
178,3,5,1.1498277818299711
178,4,12,1.8944583557709551
178,5,0,1.8015495086923654
178,5,3,1.7760456895642092
178,5,18,1.3561245791245795
178,6,4,1.517151321919405
179,0,4,1.517151321919405
179,1,9,1.1975565656565659
179,2,3,1.7760456895642092
179,2,12,1.8944583557709551
179,3,4,1.517151321919405
179,4,8,1.307800679669032
179,5,7,1.9428860398860393
179,6,4,1.517151321919405
179,6,22,1.349054149085795
18,0,5,1.1498277818299711
18,0,9,1.1975565656565659
18,1,5,1.1498277818299711
18,2,4,1.517151321919405
18,2,10,1.4397712765957436
18,2,11,1.7595890328773707
18,3,13,1.4312125824454596
18,4,3,1.7760456895642092
18,4,4,1.517151321919405
18,5,2,1.926955712326085
18,6,5,1.1498277818299711
180,0,-1,
180,1,2,1.926955712326085
180,1,23,1.719228948679622
180,2,3,1.7760456895642092
180,3,3,1.7760456895642092
180,4,2,1.926955712326085
180,4,17,1.4313220551378458
180,5,15,1.3885742821473157
180,6,5,1.1498277818299711
181,0,4,1.517151321919405
181,1,4,1.517151321919405
181,2,19,1.87762077294686
181,3,17,1.4313220551378458
181,4,6,1.1968903874973245
181,5,5,1.1498277818299711
181,5,23,1.719228948679622
181,6,16,1.1614022757697458
182,0,5,1.1498277818299711
182,1,6,1.1968903874973245
182,2,-1,
182,3,2,1.926955712326085
182,4,4,1.517151321919405
182,5,9,1.1975565656565659
182,6,3,1.7760456895642092
183,0,6,1.1968903874973245
183,0,12,1.8944583557709551
183,1,4,1.517151321919405
183,2,4,1.517151321919405
183,3,6,1.1968903874973245
183,4,5,1.1498277818299711
183,5,3,1.7760456895642092
183,6,11,1.7595890328773707
184,0,1,1.8093585740307072
184,0,9,1.1975565656565659
184,1,6,1.1968903874973245
184,2,3,1.7760456895642092
184,3,9,1.1975565656565659
184,3,13,1.4312125824454596
184,4,4,1.517151321919405
184,4,5,1.1498277818299711
184,5,0,1.8015495086923654
184,6,15,1.3885742821473157
185,0,9,1.1975565656565659
185,1,17,1.4313220551378458
185,2,3,1.7760456895642092
185,2,4,1.517151321919405
185,3,11,1.7595890328773707
185,4,11,1.7595890328773707
185,4,23,1.719228948679622
185,5,5,1.1498277818299711
185,6,-1,
186,0,15,1.3885742821473157
186,1,14,1.2834484551396315
186,1,21,1.3295366991078659
186,2,2,1.926955712326085
186,2,4,1.517151321919405
186,3,6,1.1968903874973245
186,4,3,1.7760456895642092
186,4,13,1.4312125824454596
186,4,17,1.4313220551378458
186,5,-1,
186,6,6,1.1968903874973245
187,0,2,1.926955712326085
187,0,4,1.517151321919405
187,1,4,1.517151321919405
187,1,14,1.2834484551396315
187,1,20,1.6120232172470974
187,2,4,1.517151321919405
187,3,6,1.1968903874973245
187,4,22,1.349054149085795
187,5,5,1.1498277818299711
187,6,22,1.349054149085795
188,0,4,1.517151321919405
188,1,4,1.517151321919405
188,2,-1,
188,3,13,1.4312125824454596
188,4,7,1.9428860398860393
188,5,3,1.7760456895642092
188,6,6,1.1968903874973245
189,0,5,1.1498277818299711
189,1,5,1.1498277818299711
189,2,3,1.7760456895642092
189,3,19,1.87762077294686
189,4,20,1.6120232172470974
189,5,5,1.1498277818299711
189,6,4,1.517151321919405
19,0,17,1.4313220551378458
19,0,20,1.6120232172470974
19,1,9,1.1975565656565659
19,2,4,1.517151321919405
19,3,16,1.1614022757697458
19,4,4,1.517151321919405
19,5,12,1.8944583557709551
19,6,6,1.1968903874973245
19,6,18,1.3561245791245795
190,0,6,1.1968903874973245
190,0,8,1.307800679669032
190,1,3,1.7760456895642092
190,1,23,1.719228948679622
190,2,15,1.3885742821473157
190,3,6,1.1968903874973245
190,4,-1,
190,5,20,1.6120232172470974
190,6,8,1.307800679669032
190,6,13,1.4312125824454596
191,0,4,1.517151321919405
191,1,3,1.7760456895642092
191,1,17,1.4313220551378458
191,2,6,1.1968903874973245
191,3,5,1.1498277818299711
191,4,5,1.1498277818299711
191,5,4,1.517151321919405
191,5,6,1.1968903874973245
191,6,12,1.8944583557709551
192,0,3,1.7760456895642092
192,0,6,1.1968903874973245
192,1,1,1.8093585740307072
192,2,6,1.1968903874973245
192,3,4,1.517151321919405
192,4,3,1.7760456895642092
192,4,6,1.1968903874973245
192,4,21,1.3295366991078659
192,5,18,1.3561245791245795
192,6,12,1.8944583557709551
193,0,10,1.4397712765957436
193,1,16,1.1614022757697458
193,2,21,1.3295366991078659
193,3,5,1.1498277818299711
193,3,17,1.4313220551378458
193,4,3,1.7760456895642092
193,4,4,1.517151321919405
193,5,9,1.1975565656565659
193,6,8,1.307800679669032
194,0,11,1.7595890328773707
194,1,15,1.3885742821473157
194,2,20,1.6120232172470974
194,3,14,1.2834484551396315
194,4,19,1.87762077294686
194,5,3,1.7760456895642092
194,6,-1,
195,0,4,1.517151321919405
195,1,5,1.1498277818299711
195,2,16,1.1614022757697458
195,3,4,1.517151321919405
195,4,22,1.349054149085795
195,5,22,1.349054149085795
195,6,6,1.1968903874973245
195,6,18,1.3561245791245795
196,0,12,1.8944583557709551
196,1,7,1.9428860398860393
196,2,4,1.517151321919405
196,2,13,1.4312125824454596
